customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
0.9757830511950557,0.6024096385542169,0.23847695390781562,0.29786604983310383,0.15406162464985995,0.9587301587301588,0.32153178539788685,0.09693877551020408,0.6666666666666666,0.631578947368421,0.13976325441813942
0.22076238444250385,0.5570281124497992,0.8761523046092184,0.5117352516715812,0.3565426170468188,0.02857142857142857,0.14888209296622004,0.7704081632653061,0.0,0.15789473684210525,0.3473657885961988
0.47856779677692485,0.355421686746988,0.7370741482965932,0.0020880776171310345,0.6414565826330533,0.1111111111111111,0.6213881367215067,0.9336734693877551,1.0,0.8421052631578947,0.9833166611092587
0.7980439523168378,0.9839357429718876,0.37034068136272547,0.6260057243533339,0.29851940776310526,0.526984126984127,0.8262431616723309,0.336734693877551,0.3333333333333333,0.15789473684210525,0.010925864176947866
0.5714980515377783,0.43333333333333335,0.06372745490981964,0.7290841695744064,0.03601440576230493,0.3904761904761905,0.730629201223266,0.6224489795918368,0.0,0.6842105263157894,0.2099088585083917
0.5479218263868615,0.21767068273092371,0.9771543086172345,0.25726142831163656,0.18007202881152462,0.9936507936507937,0.8833702882483371,0.673469387755102,0.3333333333333333,0.05263157894736842,0.260597977103479
0.4918890387678166,0.6610441767068274,0.995190380761523,0.2403263352719307,0.20888355342136855,0.3523809523809524,0.649823567392251,0.9132653061224489,0.6666666666666666,0.15789473684210525,0.4296932310770258
0.16370706660090262,0.3534136546184739,0.6316633266533066,0.3799629705270178,0.2529011604641857,0.692063492063492,0.3326753189551186,0.6530612244897959,0.0,0.736842105263158,0.6502889852172946
0.11055034550900875,0.6164658634538153,0.781563126252505,0.285598406711955,0.9971988795518208,0.20634920634920634,0.5283067975354492,0.18367346938775508,0.0,0.8421052631578947,0.9726075358452819
0.6822629429377526,0.5935742971887551,0.3458917835671343,0.7643727250470675,0.9783913565426171,0.5746031746031746,0.003852987842416902,0.17517006802721088,0.3333333333333333,0.0,0.4787095698566189
0.8048402554382877,0.4670682730923695,0.655310621242485,0.24539686473869438,0.7543017206882754,0.4793650793650794,0.6427262216393967,0.047619047619047616,0.0,0.47368421052631576,0.7429809936645548
0.2704411489105199,0.5574297188755021,0.9959919839679359,0.6722789603168593,0.9423769507803121,0.2984126984126984,0.3930267827201153,0.07142857142857142,1.0,0.5263157894736843,0.6151217072357452
0.01626066589737236,0.8236947791164659,0.5418837675350702,0.9130039266055547,0.8063225290116047,0.3904761904761905,0.5485347334491198,0.3078231292517007,1.0,0.9473684210526316,0.29094142491941766
0.7563860898758523,0.23413654618473898,0.6384769539078157,0.27488812643241545,0.4093637454981993,0.3873015873015873,0.8718303444064607,0.6190476190476191,1.0,0.894736842105263,0.6847282427475826
0.23962960516997014,0.9911646586345382,0.4288577154308617,0.31312835235281966,0.49339735894357745,0.15873015873015872,0.6291952170496464,0.70578231292517,1.0,0.2631578947368421,0.09298099366455485
