item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
0.5,0.7329910141206675,0.4,0.09090909090909349,1.0,0.0,0.5,0.3333333333333333,0.5103275980849277,0.6278654361417089,0.4846747685892604,1.0
0.25,0.821566110397946,0.5333333333333333,1.0,0.3333333333333333,1.0,0.5,0.6666666666666666,0.04386209921506137,0.43137838642453114,0.3567901989147635,1.0
0.5,0.5410783055198972,0.3333333333333333,0.45454545454546746,0.8888888888888888,0.0,1.0,0.3333333333333333,0.13213907111432313,0.5534385233700505,0.567622700323941,1.0
0.5,0.39216944801026954,0.2,0.2727272727272805,0.1111111111111111,1.0,0.0,0.3333333333333333,0.21572650010512603,0.45221792200059546,0.40413941690605704,1.0
0.25,0.05263157894736842,0.9333333333333333,0.36363636363637397,0.7777777777777777,0.5,1.0,0.3333333333333333,0.17333587986448448,0.8958023221196785,0.10132241984665433,1.0
0.75,0.5840821566110398,0.3333333333333333,0.8181818181818414,0.2222222222222222,0.5,1.0,0.3333333333333333,0.02809219650379404,0.2581125334921108,0.3018339683121787,1.0
0.25,0.9621309370988446,0.5333333333333333,0.0,0.0,1.0,1.0,0.0,0.5016476942697156,0.43137838642453114,0.2129547569083661,1.0
0.25,0.8331193838254172,0.6,0.36363636363637397,0.7777777777777777,0.5,1.0,0.3333333333333333,0.1372785448482839,0.9017564751414111,0.27497045820345134,1.0
0.25,0.6944801026957638,0.4,0.2727272727272805,0.1111111111111111,1.0,0.0,0.3333333333333333,0.12312201895697863,0.964275081869604,0.3942429150622415,1.0
0.25,0.7297817715019255,0.2,0.6363636363636545,0.5555555555555556,1.0,0.5,1.0,0.5182267499405485,0.4790116105983923,0.6393897411866974,1.0
0.0,0.727214377406932,0.8666666666666667,0.6363636363636545,0.5555555555555556,1.0,0.5,1.0,0.4314470556962438,0.4790116105983923,0.3336236578856223,1.0
0.25,0.965982028241335,0.5333333333333333,0.545454545454561,0.6666666666666666,0.5,1.0,0.3333333333333333,0.26556402480132885,0.8511461744566837,0.6829188992794518,1.0
0.25,0.37933247753530164,0.4,1.0,0.3333333333333333,1.0,0.5,0.6666666666666666,0.6579156497954641,0.7469484965763622,0.34422389965296885,1.0
0.25,0.9480102695763799,0.6,0.2727272727272805,0.1111111111111111,1.0,0.0,0.3333333333333333,0.4617169241308821,0.7022923489133672,0.6957644873649398,1.0
0.25,0.2830551989730423,0.6666666666666666,0.6363636363636545,0.5555555555555556,1.0,0.5,1.0,0.16801921368979225,0.4790116105983923,0.6022273495915083,1.0
0.5,0.1489088575096277,0.4,0.545454545454561,0.6666666666666666,0.5,1.0,0.3333333333333333,0.09593654198129326,0.9345043167609408,0.8102228198493708,1.0
0.25,0.4531450577663671,0.06666666666666667,1.0,0.3333333333333333,1.0,0.5,0.6666666666666666,0.7502019234049114,0.791604644239357,0.26508499208823155,1.0
0.25,0.818356867779204,0.6,0.09090909090909349,1.0,0.0,0.5,0.3333333333333333,0.39610390428791575,0.8719857100327477,0.7059513137610443,1.0
0.25,0.34595635430038507,0.4,0.6363636363636545,0.5555555555555556,1.0,0.5,1.0,0.9312980831136436,0.4790116105983923,0.28641960217047313,1.0
0.25,0.08600770218228497,0.4666666666666667,1.0,0.3333333333333333,1.0,0.5,0.6666666666666666,0.08620970464618367,0.44924084548972903,0.6251146017969562,1.0
0.5,0.7830551989730423,0.4,0.6363636363636545,0.5555555555555556,1.0,0.5,1.0,0.0,0.4790116105983923,0.1227911564764447,1.0
0.25,0.87997432605905,0.7333333333333333,0.6363636363636545,0.5555555555555556,1.0,0.5,1.0,0.13734528668796506,0.4790116105983923,0.0835175451106629,1.0
0.25,0.3401797175866495,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,0.6666666666666666,0.1172395779211361,0.13664781184876446,0.9778054519894872,1.0
0.25,0.055840821566110393,0.26666666666666666,1.0,0.3333333333333333,1.0,0.5,0.6666666666666666,0.2164196202333194,0.7558797261089609,0.6022383853201041,1.0
0.5,0.1681643132220796,0.26666666666666666,0.8181818181818414,0.2222222222222222,0.5,0.5,0.3333333333333333,0.3338720576792368,0.6814528133373028,0.19061504662170883,1.0
0.25,0.14762516046213092,0.3333333333333333,0.8181818181818414,0.2222222222222222,0.5,0.5,0.3333333333333333,0.7155930087718831,0.5236677582613873,0.5048811876481335,1.0
0.25,0.10077021822849806,0.3333333333333333,0.545454545454561,0.6666666666666666,0.5,1.0,0.3333333333333333,0.1731592334005761,0.1274188746650789,0.8092397911021468,1.0
0.5,0.45057766367137353,0.4,0.6363636363636545,0.5555555555555556,1.0,0.5,1.0,0.08427573227674402,0.4790116105983923,0.06839350352124632,1.0
0.25,0.44480102695763796,0.3333333333333333,0.45454545454546746,0.8888888888888888,0.0,1.0,0.3333333333333333,0.13540840584386038,0.7171777314676988,0.11023589294324582,1.0
0.5,0.3818998716302952,0.13333333333333333,0.09090909090909349,1.0,0.0,0.5,0.3333333333333333,0.6690944282988666,0.14081571896397738,0.26269448349394564,1.0
0.25,0.8716302952503209,0.6,0.45454545454546746,0.8888888888888888,0.0,1.0,0.3333333333333333,0.4114750653277852,0.07532003572491813,0.5793290616574646,1.0
0.25,0.9370988446726571,0.5333333333333333,0.2727272727272805,0.1111111111111111,1.0,0.0,0.3333333333333333,0.09931767439488356,0.610002977076511,0.7007237740154433,1.0
0.25,0.06097560975609756,0.4666666666666667,0.2727272727272805,0.1111111111111111,1.0,0.0,0.3333333333333333,0.23750392867317963,0.3301577850550759,0.12180812772922059,1.0
0.25,0.8401797175866494,0.6,0.2727272727272805,0.1111111111111111,1.0,0.0,0.3333333333333333,0.9423955723014529,0.1854718666269723,0.017536621640894007,1.0
0.25,0.7528883183568678,0.8666666666666667,0.8181818181818414,0.2222222222222222,0.5,0.5,0.3333333333333333,0.12931329407896044,0.657636201250372,0.6070304382372715,1.0
0.75,0.7824133504492939,0.3333333333333333,0.2727272727272805,0.1111111111111111,1.0,0.0,0.3333333333333333,0.19350800900800527,0.28311997618338797,0.12886759842172105,1.0
0.25,0.7516046213093709,0.4,0.36363636363637397,0.7777777777777777,0.5,0.5,0.3333333333333333,0.6217422615375428,0.43137838642453114,0.06600299492696049,1.0
0.5,0.46277278562259305,0.8666666666666667,0.36363636363637397,0.7777777777777777,0.5,0.5,0.3333333333333333,0.19405009255710365,0.5117594522179221,0.24361625545844115,1.0
0.25,0.12580231065468547,0.4,0.09090909090909349,1.0,0.0,0.5,0.3333333333333333,0.29332389490782984,0.6963381958916344,0.402866063606544,1.0
0.5,0.4929396662387676,0.6666666666666666,0.45454545454546746,0.8888888888888888,0.0,1.0,0.3333333333333333,0.4351230564149942,0.5534385233700505,0.3748853982030438,1.0
0.5,0.6148908857509627,0.26666666666666666,0.2727272727272805,0.1111111111111111,1.0,0.0,0.3333333333333333,0.5518392517688693,0.13069365882703182,0.27328368953269633,1.0
0.5,0.49999999999999994,0.4,0.6363636363636545,0.5555555555555556,1.0,0.5,1.0,0.09612601124666333,0.4790116105983923,0.1343964984482068,1.0
0.25,0.07317073170731707,0.4666666666666667,0.36363636363637397,0.7777777777777777,0.5,0.5,0.3333333333333333,0.24551375054109748,0.35397439714200657,0.5424680303431603,1.0
0.25,0.6059050064184852,0.8666666666666667,0.09090909090909349,1.0,0.0,0.5,0.3333333333333333,0.8910206176921546,0.28252456088121464,0.30987646775190325,1.0
0.5,0.4698331193838254,0.13333333333333333,0.0,0.0,1.0,0.5,0.0,0.5408469575173648,0.964275081869604,0.5062776317665995,1.0
0.25,0.8722721437740693,0.7333333333333333,0.2727272727272805,0.1111111111111111,1.0,0.0,0.3333333333333333,0.9312311984015228,0.8719857100327477,0.8825594740881093,1.0
0.25,0.8870346598202824,0.6,0.545454545454561,0.6666666666666666,0.5,1.0,0.3333333333333333,0.24967557878582053,0.8064900267936888,0.40765811652371153,1.0
0.0,0.22978177150192552,0.3333333333333333,0.09090909090909349,1.0,0.0,0.5,0.3333333333333333,0.06969240048481722,0.7707651086632927,0.9551864528791367,1.0
0.0,0.9987163029525031,0.6,0.09090909090909349,1.0,0.0,0.5,0.3333333333333333,0.05768719166182155,0.35397439714200657,0.8668768548513064,1.0
