order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
0.19621495185448395,0.6323442581936453,0.8231292517006803,0.8229645929185837,0.0,0.10222222222222221,0.0,0.0
0.15499823973822094,0.14951213410057546,0.7378951580632254,0.737747549509902,0.2641509433962264,0.10666666666666666,0.0,0.0
0.918672335378283,0.39845884413309984,0.9301720688275311,0.9299859971994399,0.33962264150943394,0.74,0.0,0.0
0.9646378715635912,0.6150012509382037,0.4245698279311725,0.4244848969793959,0.1509433962264151,0.5022222222222221,0.0,0.0
0.5428580713865278,0.8433525143857894,0.4161664665866347,0.41608321664332865,0.22641509433962262,0.47333333333333333,0.0,0.0
0.3265669262275491,0.0051138353765324,0.0038015206082432974,0.003800760152030406,0.1509433962264151,0.31999999999999995,0.0,0.0
0.4899158650326387,0.1459794846134601,0.051220488195278115,0.05121024204840968,0.22641509433962262,0.3777777777777778,0.0,0.0
0.6569249036987725,0.6772179134350763,0.6406562625050021,0.6405281056211243,0.2641509433962264,0.17777777777777776,0.0,0.0
0.6007692370124081,0.9138754065549162,0.19427771108443379,0.1942388477695539,0.3018867924528302,0.6399999999999999,0.0,0.0
0.037419248342260264,0.7721791343507631,0.23609443777511005,0.23604720944188837,0.4528301886792453,0.21555555555555556,1.0,0.0
0.44560612641261477,0.6405103827870904,0.2767106842737095,0.27665533106621326,0.11320754716981131,0.05777777777777779,0.0,0.0
0.35398498367289155,0.9492719539654741,0.06442577030812326,0.0644128825765153,0.0,0.7066666666666666,0.0,0.0
0.9172673257190569,0.7391943957968476,0.36754701880752305,0.3674734946989398,0.6415094339622641,0.3844444444444444,1.0,0.0
0.5505851909358455,0.5607605704278209,0.5356142456982793,0.535507101420284,0.6037735849056604,0.8777777777777778,1.0,0.0
0.5869300589984905,0.9416762571928947,0.6194477791116447,0.6193238647729546,0.07547169811320753,0.5111111111111111,0.0,0.0
0.2137363201232909,0.12343257443082313,0.5480192076830732,0.5479095819163833,0.11320754716981131,0.28444444444444444,0.0,0.0
0.8196928734972105,0.0005904428321240932,0.06522609043617447,0.0652130426085217,0.49056603773584906,0.14666666666666667,1.0,0.0
