order_id,product_id,quantity,unit_price
0.19621495185448395,0.6453367904465561,1.0,0.5130939552284326
0.15499823973822094,0.37843254837042756,0.0,0.883536994489966
0.918672335378283,0.7451761034464277,0.5,0.9266616513836082
0.9646378715635912,0.563676648002435,0.0,0.8767866945895939
0.5428580713865278,0.6045117754548331,0.5,0.9802472398999654
0.3265669262275491,0.6842202129886467,0.0,0.31409226765345744
0.4899158650326387,0.052723336222126264,1.0,0.513846247687209
0.6569249036987725,0.5018682771097374,0.5,0.35343513002460203
0.6007692370124081,0.4919580656480722,0.0,0.06905841449281255
0.037419248342260264,0.7648822555641286,0.5,0.5602850578451904
0.44560612641261477,0.7573242024555077,1.0,0.41807128479352623
0.35398498367289155,0.688139802746342,0.0,0.727517638208324
0.9172673257190569,0.5018682771097374,1.0,0.35343513002460203
0.5505851909358455,0.542195759036242,0.0,0.3097920013012626
0.5869300589984905,0.049936342060049814,1.0,0.12440274078441738
0.2137363201232909,0.4563783840085592,0.5,0.03229774515584653
0.8196928734972105,0.12891870491738627,0.0,0.2800662830652868
0.28901490278119385,0.8031184806230084,0.0,0.2022345119248521
0.00657790147814228,0.3239597564514971,1.0,0.6055750970863917
0.46572321532572525,0.6824212062345342,0.0,0.8799483561393164
0.6626286258864678,0.9583740781228036,1.0,0.2283614256958705
0.7170761029724719,0.7095509157338764,0.5,0.4742187341154464
0.22686461103006228,0.8172435656940839,0.5,0.4110464998068438
0.6906450203999073,0.804446246709658,0.0,0.9254417176666734
0.17697449486414285,0.7133976957747105,1.0,0.021796149075900207
0.5004208964408684,0.06345063450634505,1.0,0.5488481792489275
0.20647882445396404,0.9435835931393022,1.0,0.08612732041559075
0.09649326014152391,0.4563783840085592,0.5,0.03229774515584653
0.6038903652696286,0.6724038026897122,0.0,0.2031392960982453
0.9349158983100043,0.10915187803563428,0.5,0.8800398511680866
0.32866964107036095,0.8973605466391742,0.0,0.4888579387186629
0.9075111741148967,0.056798657874219186,0.0,0.7259520566049245
0.8397003424877598,0.563676648002435,1.0,0.8767866945895939
0.635643820309869,1.0,0.0,0.09161702214179696
0.027736474672333075,0.09078259321919062,1.0,0.06586625460016672
0.8561197132088916,0.5542073398262072,0.0,0.5039139540084988
0.14582480114812613,0.053548513013220014,1.0,0.6052396153142345
0.5839271455788458,0.23837800175754567,1.0,0.0795396783441433
0.1381154966390424,0.6045117754548331,1.0,0.9802472398999654
0.12212538168226614,0.12891870491738627,0.0,0.2800662830652868
0.6772299582443407,0.6806596155849198,1.0,0.20361710347071144
0.7112531006594242,0.8943005160388682,1.0,0.22188561088180878
0.5563843259418341,0.542195759036242,0.0,0.3097920013012626
0.5631890157956685,0.8814900508555646,0.5,0.41013154951914277
0.17876351971322726,0.44485624631527215,1.0,0.8237704084744729
0.003255829100763014,0.4523910407643402,0.0,0.5271435252017974
0.20393406769299796,0.2857963411094785,0.0,0.438007034951101
0.02106704706099828,0.4329801724983542,1.0,0.8649940019925584
0.8121373336920313,0.12891870491738627,0.0,0.2800662830652868
0.21782405246255632,0.14124276074221417,0.5,0.15284752861761175
0.42555045732589725,0.3239597564514971,0.0,0.6055750970863917
0.60751831896431,0.8943005160388682,0.5,0.22188561088180878
0.33821088259260046,0.688139802746342,0.0,0.727517638208324
0.3774350611875699,0.7385504192120572,0.0,0.38987048370371874
0.9253509795142026,0.8814900508555646,1.0,0.41013154951914277
0.3873604633253017,0.052723336222126264,0.5,0.513846247687209
0.26263902423937197,0.8957415416850797,0.0,0.42665148526930036
0.3162746429201505,0.4329801724983542,0.0,0.8649940019925584
0.31094743790064705,0.690444432534213,1.0,0.3105747921029624
0.1851740679922387,0.9769415671684806,1.0,0.8286603094565196
0.24254662007741043,0.6064766265640184,0.5,0.39162922147896634
