order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id
0.19621495185448395,0.30075527663977775,0.8229645929185837,0.8231292517006803,0.8229645929185837,0.0,0.5094410532457202,0.3333333333333333,0.6323442581936453,0.47728637182309386
0.15499823973822094,0.0955443499902891,0.737747549509902,0.7378951580632254,0.737747549509902,0.0,0.15413703243010038,0.3333333333333333,0.14951213410057546,0.7537522513508105
0.918672335378283,0.45508525082367346,0.9299859971994399,0.9301720688275311,0.9299859971994399,0.0,0.13213574315454882,0.6666666666666666,0.39845884413309984,0.9890934560736442
0.9646378715635912,0.8815733819296884,0.4244848969793959,0.4245698279311725,0.4244848969793959,0.0,0.0683208035990909,0.0,0.6150012509382037,0.7920752451470883
0.5428580713865278,0.8338174994043035,0.41608321664332865,0.4161664665866347,0.41608321664332865,0.0,0.40217236730072375,0.3333333333333333,0.8433525143857894,0.27416449869921955
0.3265669262275491,0.43395147417560925,0.003800760152030406,0.0038015206082432974,0.003800760152030406,0.0,0.5037383190654972,0.6666666666666666,0.0051138353765324,0.3443065839503702
0.4899158650326387,0.13271486370427774,0.05121024204840968,0.051220488195278115,0.05121024204840968,0.0,0.15091284349262865,0.0,0.1459794846134601,0.13177906744046428
0.6569249036987725,0.8895770802301994,0.6405281056211243,0.6406562625050021,0.6405281056211243,0.0,0.14276356594496437,0.3333333333333333,0.6772179134350763,0.011406844106463877
0.6007692370124081,0.2449895773756376,0.1942388477695539,0.19427771108443379,0.1942388477695539,0.0,0.21727993260405057,0.0,0.9138754065549162,0.902541524914949
0.037419248342260264,0.5225608898512384,0.23604720944188837,0.23609443777511005,0.23604720944188837,1.0,0.2540852893979587,1.0,0.7721791343507631,0.7958775265159096
0.44560612641261477,0.43459848650266014,0.27665533106621326,0.2767106842737095,0.27665533106621326,0.0,0.37587482626481905,0.6666666666666666,0.6405103827870904,0.3785271162697619
0.35398498367289155,0.776348140538023,0.0644128825765153,0.06442577030812326,0.0644128825765153,0.0,0.23210160115382758,1.0,0.9492719539654741,0.2463478086852111
0.9172673257190569,0.871957059578718,0.3674734946989398,0.36754701880752305,0.3674734946989398,1.0,0.1295083891916066,0.0,0.7391943957968476,0.6902141284770863
0.5505851909358455,0.7658678766821262,0.535507101420284,0.5356142456982793,0.535507101420284,1.0,0.36393012630540145,1.0,0.5607605704278209,0.98138883329998
0.5869300589984905,0.37576536680562994,0.6193238647729546,0.6194477791116447,0.6193238647729546,0.0,0.3118742758325637,1.0,0.9416762571928947,0.31068641184710827
0.2137363201232909,0.12043846270584076,0.5479095819163833,0.5480192076830732,0.5479095819163833,0.0,0.5377451118635551,0.6666666666666666,0.12343257443082313,0.10066039623774264
