productname,brand,price,discountprice,image_url,quantity,category,subcategory,absolute_url
0.6316489361702128,0.3258026159334126,0.04850187265917603,0.05593607305936073,0.26387025972442385,0.26153846153846155,0.7000000000000001,0.7957957957957957,0.26367734860484954
0.631353427895981,0.3258026159334126,0.12685393258426966,0.1449771689497717,0.03755639556151689,0.7538461538461538,0.7000000000000001,0.7957957957957957,0.03740709150724991
0.6316489361702128,0.3258026159334126,0.022374531835205994,0.026255707762557076,0.005852944762833801,0.023076923076923078,0.7000000000000001,0.7957957957957957,0.00572681856951383
0.631353427895981,0.3258026159334126,0.04849438202247191,0.05593607305936073,0.03743445921229119,0.26153846153846155,0.7000000000000001,0.7957957957957957,0.03728524430364323
0.6316489361702128,0.3258026159334126,0.1268689138576779,0.14383561643835613,0.005974881112059505,0.7538461538461538,0.7000000000000001,0.7957957957957957,0.005848665773120507
0.33865248226950356,0.3258026159334126,0.07865168539325844,0.08561643835616438,0.25740763321546156,0.13333333333333333,0.5,0.37237237237237236,0.25721944681369563
0.33865248226950356,0.3258026159334126,0.15355805243445692,0.20319634703196343,0.1432752103402024,0.5525641025641026,0.5,0.37237237237237236,0.14317046423784574
0.706855791962175,0.3258026159334126,0.03394756554307116,0.040810502283105024,0.23789781733934887,0.023076923076923078,0.7000000000000001,0.7957957957957957,0.23772389423662726
0.7067080378250591,0.3258026159334126,0.07164794007490638,0.08504566210045662,0.450554810388977,0.26153846153846155,0.7000000000000001,0.7957957957957957,0.450347264530279
0.30998817966903075,0.3258026159334126,0.18352059925093633,0.28196347031963465,0.05218875746860139,0.8205128205128205,0.5,0.37237237237237236,0.05215060314365785
0.3385047281323877,0.3258026159334126,0.033707865168539325,0.03995433789954338,0.17351542494817707,0.8269230769230769,0.5,0.37237237237237236,0.17338857073230168
0.30998817966903075,0.3258026159334126,0.07116104868913858,0.08333333333333333,0.0435312766735764,0.49615384615384617,0.5,0.37237237237237236,0.043377604483977095
0.30998817966903075,0.3258026159334126,0.14606741573033707,0.22488584474885842,0.05206682111937569,0.7461538461538462,0.5,0.37237237237237236,0.05202875594005118
0.08141252955082742,0.015457788347205705,0.0853932584269663,0.1312785388127854,0.14339714668942813,0.26153846153846155,0.6000000000000001,0.02702702702702703,0.1432923114414524
0.08141252955082742,0.015457788347205705,0.22172284644194756,0.3299086757990867,0.1425435922448482,0.7538461538461538,0.6000000000000001,0.02702702702702703,0.14243938101620568
0.08141252955082742,0.015457788347205705,0.0449438202247191,0.0684931506849315,0.18351420558468481,0.023076923076923078,0.6000000000000001,0.02702702702702703,0.18338004142804923
0.2864952718676123,0.38882282996432815,0.0659176029962547,0.10273972602739725,0.16083404462870382,0.7807692307692308,0.4,0.9459459459459459,0.16071646155720726
0.28634751773049644,0.38882282996432815,0.1355805243445693,0.20465753424657535,0.03280087794171443,0.7807692307692308,0.4,0.9459459459459459,0.032655050566589496
0.2864952718676123,0.38882282996432815,0.14232209737827714,0.20319634703196343,0.17680770637727108,0.017948717948717947,0.4,0.9459459459459459,0.17667844522968199
0.28634751773049644,0.38882282996432815,0.2883895131086142,0.4077054794520547,0.032435068894037314,0.017948717948717947,0.4,0.9459459459459459,0.032289508955769465
0.28634751773049644,0.38882282996432815,0.4344569288389513,0.6164383561643835,0.05852944762833801,0.019230769230769232,0.4,0.9459459459459459,0.058486657731205066
0.2864952718676123,0.38882282996432815,0.026217228464419477,0.04223744292237443,0.1604682355810267,0.31794871794871793,0.4,0.9459459459459459,0.16035091994638723
0.2864952718676123,0.38882282996432815,0.2883895131086142,0.4417808219178082,0.6089501280331667,0.019230769230769232,0.4,0.9459459459459459,0.6086267820153527
0.9295212765957447,0.3258026159334126,0.01640449438202247,0.016552511415525113,0.007072308255090843,0.023076923076923078,0.7000000000000001,0.7957957957957957,0.006945290605580602
0.9295212765957447,0.3258026159334126,0.006329588014981272,0.00684931506849315,0.007194244604316547,0.7794871794871795,0.7000000000000001,0.7957957957957957,0.007067137809187279
0.9166666666666666,0.7562425683709868,0.026217228464419477,0.04223744292237443,0.16449213510547495,0.09230769230769231,0.30000000000000004,0.5885885885885885,0.1643718776654076
0.9166666666666666,0.7562425683709868,0.20973782771535582,0.32191780821917804,0.16388245335934642,0.7794871794871795,0.30000000000000004,0.5885885885885885,0.1637626416473742
0.9166666666666666,0.7562425683709868,0.10486891385767791,0.14726027397260272,0.16400438970857215,0.367948717948718,0.30000000000000004,0.5885885885885885,0.16388448885098086
0.9166666666666666,0.7562425683709868,0.42322097378277157,0.5970319634703196,0.030727960004877455,0.016666666666666666,0.30000000000000004,0.5885885885885885,0.030583648105275984
0.664598108747045,0.5743162901307967,0.34831460674157305,0.49885844748858443,0.1427874649432996,0.023076923076923078,0.1,0.7507507507507507,0.14268307542341904
0.664598108747045,0.5743162901307967,0.16404494382022472,0.252283105022831,0.03219119619558591,0.4564102564102564,0.1,0.7507507507507507,0.03204581454855611
0.664598108747045,0.5743162901307967,0.20224719101123595,0.2876712328767123,0.19851237653944642,0.7794871794871795,0.1,0.7507507507507507,0.19836724747167053
0.664598108747045,0.5743162901307967,0.0801498127340824,0.12442922374429223,0.16229728081941228,0.31666666666666665,0.1,0.7507507507507507,0.16217862800048738
0.9296690307328604,0.3258026159334126,0.015707865168539326,0.016552511415525113,0.0073161809535422515,0.023076923076923078,0.7000000000000001,0.7957957957957957,0.007188985012793956
